frame,xmin,xmax,ymin,ymax,class_id
0375.jpg,86,173,146,185,1
0375.jpg,83,166,164,206,1
0375.jpg,65,149,211,257,1
0375.jpg,60,145,230,276,1
0376.jpg,29,65,169,193,1
0377.jpg,248,294,267,286,1
0377.jpg,244,293,281,299,1
0378.jpg,62,125,176,210,1
0378.jpg,98,157,201,241,1
0379.jpg,6,30,80,126,1
0380.jpg,186,213,136,265,1
0380.jpg,174,202,133,266,1
0380.jpg,165,192,129,264,1
0380.jpg,158,183,128,260,1
0380.jpg,222,244,185,232,1
0381.jpg,42,80,37,75,1
0381.jpg,17,42,59,88,1
0381.jpg,23,50,62,93,1
0381.jpg,33,63,71,98,1
0383.jpg,29,82,42,69,1
0383.jpg,75,100,61,86,1
0384.jpg,118,144,189,231,1
0384.jpg,26,85,242,286,1
0385.jpg,99,141,88,120,1
0385.jpg,86,143,99,137,1
0385.jpg,80,135,113,150,1
0386.jpg,257,280,100,144,1
0386.jpg,260,287,95,142,1
0386.jpg,269,296,93,140,1
0386.jpg,282,299,90,133,1
0388.jpg,160,214,195,215,1
0388.jpg,132,185,210,228,1
0388.jpg,139,190,223,244,1
0389.jpg,146,183,1,28,1
0390.jpg,103,164,116,166,1
0390.jpg,82,132,216,277,1
0391.jpg,160,223,47,79,1
0391.jpg,175,236,31,59,1
0391.jpg,227,253,70,98,1
0392.jpg,238,286,24,91,1
0393.jpg,39,80,81,137,1
0393.jpg,192,228,137,198,1
0394.jpg,129,183,116,128,1
0394.jpg,131,185,125,142,1
0394.jpg,183,222,107,130,1
0395.jpg,11,70,31,63,1
0395.jpg,5,58,47,76,1
0395.jpg,55,78,50,78,1
0396.jpg,235,291,10,47,1
0396.jpg,239,296,25,67,1
0398.jpg,254,294,128,145,1
0398.jpg,251,291,137,153,1
0398.jpg,259,294,126,138,1
0399.jpg,174,231,205,240,1
0400.jpg,83,119,48,100,1
0401.jpg,239,299,7,60,2
0401.jpg,212,237,49,74,1
0402.jpg,1,70,251,297,1
0403.jpg,147,197,124,168,1
0403.jpg,160,208,111,154,1
0403.jpg,1,38,1,25,1
0404.jpg,196,265,55,85,1
0404.jpg,200,264,67,101,1
0404.jpg,205,267,92,131,1
0405.jpg,100,145,49,82,1
0406.jpg,261,299,48,86,1
0407.jpg,94,133,22,32,1
0407.jpg,96,131,31,41,1
0407.jpg,100,137,37,50,1
0407.jpg,199,222,1,31,1
0407.jpg,212,236,1,28,1
0408.jpg,166,222,8,40,1
0408.jpg,162,221,28,61,1
0408.jpg,161,216,50,78,1
0409.jpg,37,94,79,154,1
0409.jpg,77,120,167,202,2
0410.jpg,65,124,46,76,1
0410.jpg,64,126,68,94,1
0411.jpg,60,88,12,56,1
0412.jpg,150,191,174,215,1
0412.jpg,142,176,153,199,1
0412.jpg,144,174,147,181,1
0413.jpg,179,195,51,112,1
0413.jpg,189,206,57,117,1
0413.jpg,90,129,210,254,1
0413.jpg,97,142,207,252,1
0414.jpg,197,223,102,152,1
0416.jpg,131,179,1,34,1
0417.jpg,243,272,106,168,1
0417.jpg,262,291,105,166,1
0418.jpg,22,61,222,266,1
0418.jpg,6,51,231,279,1
0420.jpg,186,250,80,130,1
0421.jpg,143,184,32,75,1
0421.jpg,165,206,36,77,1
0422.jpg,165,194,1,35,1
0422.jpg,181,208,1,24,1
0422.jpg,192,219,139,190,1
0423.jpg,178,216,67,99,1
0423.jpg,199,235,65,93,1
0423.jpg,216,248,82,124,1
0424.jpg,119,159,9,44,1
0424.jpg,112,152,23,56,1
0424.jpg,145,190,48,88,1
0425.jpg,203,223,151,174,1
0425.jpg,210,231,148,171,1
0425.jpg,217,239,142,167,1
0426.jpg,20,83,164,188,1
0426.jpg,19,81,183,203,1
0426.jpg,26,96,201,221,1
0426.jpg,86,120,128,144,1
0427.jpg,124,177,80,115,1
0427.jpg,128,172,97,124,1
0427.jpg,133,183,67,94,1
0428.jpg,40,82,30,62,1
0429.jpg,2,35,57,94,1
0431.jpg,174,254,274,299,1
0432.jpg,240,294,186,254,1
0432.jpg,258,299,175,242,1
0434.jpg,22,111,125,180,1
0434.jpg,16,103,143,201,1
0435.jpg,86,106,108,177,1
0435.jpg,103,134,118,204,1
0435.jpg,274,299,103,138,1
0436.jpg,1,46,112,166,1
0437.jpg,46,93,196,248,1
0437.jpg,54,106,244,288,1
0439.jpg,250,297,10,37,1
0439.jpg,246,292,21,45,1
0439.jpg,243,292,32,59,1
0439.jpg,242,293,44,70,1
0439.jpg,237,288,55,84,1
0440.jpg,107,180,88,114,1
0440.jpg,108,184,108,134,1
0441.jpg,251,291,234,299,1
0441.jpg,227,272,238,299,1
0442.jpg,1,61,76,121,2
0442.jpg,15,53,109,130,1
0442.jpg,23,57,114,134,1
0442.jpg,6,43,53,68,1
0443.jpg,211,285,114,187,1
0443.jpg,196,267,128,198,1
0444.jpg,37,90,122,170,1
0445.jpg,123,171,79,120,1
0445.jpg,105,147,94,135,1
0446.jpg,238,276,116,175,1
0447.jpg,200,247,92,143,1
0448.jpg,20,89,228,268,1
0449.jpg,60,109,26,97,1
0449.jpg,30,79,23,74,1
0450.jpg,41,117,244,291,1
0450.jpg,41,105,268,299,1
0451.jpg,164,215,39,66,1
0451.jpg,160,207,56,81,1
0452.jpg,117,153,75,96,1
0453.jpg,261,299,208,259,1
0454.jpg,122,196,40,103,1
0454.jpg,121,199,4,69,1
0454.jpg,55,109,1,35,1
0454.jpg,77,120,1,22,1
0455.jpg,91,140,155,188,1
0455.jpg,96,143,172,204,1
0455.jpg,102,151,191,223,1
0455.jpg,108,159,207,238,1
0455.jpg,157,197,148,190,1
0455.jpg,173,213,133,179,1
0455.jpg,185,197,220,248,1
0455.jpg,179,189,220,251,1
0457.jpg,217,265,68,114,1
0458.jpg,132,191,56,92,1
0458.jpg,139,196,74,109,1
0458.jpg,146,204,96,129,1
0458.jpg,152,210,115,148,1
0458.jpg,156,214,131,168,1
0459.jpg,44,105,127,191,1
0459.jpg,23,91,130,205,1
0459.jpg,191,239,106,136,1
0459.jpg,202,250,121,151,1
0460.jpg,20,69,100,160,1
0460.jpg,77,143,158,181,1
0460.jpg,175,233,158,203,1
0460.jpg,162,220,181,224,1
0461.jpg,92,132,24,81,1
0462.jpg,180,231,211,224,1
0462.jpg,186,233,222,236,1
0463.jpg,1,56,204,237,1
0463.jpg,8,34,247,286,1
0463.jpg,20,48,238,281,1
0463.jpg,29,71,274,299,1
0464.jpg,108,140,9,41,1
0464.jpg,60,90,41,64,1
0465.jpg,120,190,45,69,1
0465.jpg,73,117,33,94,1
0465.jpg,1,56,52,82,1
0466.jpg,194,254,153,193,1
0466.jpg,23,100,261,299,1
0467.jpg,159,188,148,207,1
0468.jpg,31,69,151,203,1
0468.jpg,13,48,150,208,1
0468.jpg,1,30,156,210,1
0469.jpg,207,247,76,118,1
0469.jpg,219,255,101,139,1
0469.jpg,234,266,108,145,1
0470.jpg,25,54,98,136,1
0470.jpg,19,54,65,101,1
0470.jpg,11,40,61,93,1
0470.jpg,2,29,63,89,1
0470.jpg,1,17,56,80,1
0471.jpg,1,47,189,222,1
0471.jpg,1,36,209,231,1
0471.jpg,26,69,217,252,2
0471.jpg,242,269,239,264,1
0472.jpg,238,299,214,262,1
0472.jpg,268,299,189,219,1
0472.jpg,189,228,164,225,1
0472.jpg,151,189,144,211,1
0472.jpg,100,142,188,217,1
0473.jpg,1,45,196,239,1
0474.jpg,215,270,2,55,1
0475.jpg,260,299,111,143,1
0476.jpg,241,272,1,32,1
0477.jpg,205,255,64,109,1
0477.jpg,212,260,82,125,1
0478.jpg,246,281,104,150,1
0478.jpg,273,299,147,193,1
0479.jpg,36,66,214,299,1
0479.jpg,23,52,211,295,1
0479.jpg,14,43,204,294,1
0479.jpg,2,31,204,290,1
0480.jpg,194,251,142,164,1
0480.jpg,192,258,155,182,1
0480.jpg,185,280,170,207,1
0480.jpg,213,283,198,218,1
0481.jpg,159,212,99,117,1
0481.jpg,169,233,108,129,1
0481.jpg,236,289,71,141,2
0482.jpg,58,106,139,164,1
0482.jpg,117,167,128,146,1
0482.jpg,129,172,94,116,1
0482.jpg,111,128,104,136,1
0483.jpg,163,195,228,269,1
0483.jpg,177,204,228,260,1
0483.jpg,163,183,242,267,1
0484.jpg,68,144,241,286,1
0484.jpg,68,148,254,295,1
0484.jpg,82,153,264,299,1
0484.jpg,1,74,270,299,1
0485.jpg,30,54,216,252,1
0486.jpg,128,160,110,166,1
0486.jpg,222,291,82,114,1
0487.jpg,42,105,34,97,1
0487.jpg,231,264,206,269,1
0488.jpg,21,52,219,257,1
0488.jpg,9,43,222,263,1
0488.jpg,1,32,232,271,1
0489.jpg,142,164,139,173,1
0489.jpg,105,138,130,164,1
0489.jpg,73,94,97,130,1
0489.jpg,65,88,91,127,1
0489.jpg,27,57,152,173,1
0489.jpg,68,100,251,294,1
0489.jpg,44,81,261,293,1
0489.jpg,36,61,274,299,1
0490.jpg,158,212,51,137,1
0490.jpg,137,183,59,140,1
0490.jpg,109,154,62,144,1
0490.jpg,89,133,71,153,1
0490.jpg,188,222,51,133,1
0491.jpg,254,299,34,62,1
0491.jpg,236,294,67,84,1
0491.jpg,226,291,78,94,1
0491.jpg,223,286,85,104,1
0491.jpg,228,266,97,111,1
0492.jpg,1,56,114,168,1
0492.jpg,1,43,100,143,1
0493.jpg,41,82,74,87,1
0493.jpg,40,88,87,100,1
0493.jpg,43,63,59,79,1
0493.jpg,23,40,59,77,1
0494.jpg,231,251,1,22,1
0495.jpg,173,218,28,65,1
0496.jpg,208,228,202,231,1
0497.jpg,235,282,167,218,1
0497.jpg,270,299,205,241,1
0497.jpg,276,299,227,259,1
0498.jpg,1,28,216,253,1
0498.jpg,1,28,192,223,1
0499.jpg,35,79,38,77,1
0499.jpg,16,57,54,88,1
0500.jpg,195,286,43,98,1
0502.jpg,104,146,79,150,1
0502.jpg,132,168,92,143,1
0503.jpg,211,246,100,127,1
0504.jpg,182,229,6,30,1
0504.jpg,223,233,33,52,1
0505.jpg,263,299,116,145,1
0505.jpg,279,299,92,110,1
0506.jpg,178,206,2,56,1
0506.jpg,189,212,26,60,1
0506.jpg,205,232,1,33,1
0507.jpg,233,298,54,107,1
0507.jpg,246,296,33,80,1
0508.jpg,149,201,61,121,1
0508.jpg,36,95,165,232,1
0509.jpg,231,294,44,72,1
0510.jpg,27,91,136,230,1
0511.jpg,60,114,267,299,1
0511.jpg,5,64,259,299,1
0511.jpg,91,138,281,299,1
0513.jpg,65,82,8,49,1
0513.jpg,46,64,3,49,2
0513.jpg,10,36,124,154,2
0513.jpg,37,52,134,160,1
0514.jpg,108,176,32,53,1
0514.jpg,95,151,44,72,1
0514.jpg,118,169,54,88,1
0515.jpg,92,137,148,187,1
0515.jpg,86,128,158,196,1
0515.jpg,76,131,184,231,1
0517.jpg,203,249,103,168,1
0518.jpg,32,62,162,258,1
0518.jpg,5,29,174,253,1
0518.jpg,108,173,237,290,1
0519.jpg,168,236,16,79,2
0519.jpg,165,245,1,26,1
0519.jpg,16,39,223,273,1
0520.jpg,196,244,194,228,1
0520.jpg,192,245,211,242,1
0521.jpg,121,164,148,184,1
0521.jpg,133,168,176,207,1
0521.jpg,7,60,245,288,1
0521.jpg,6,71,261,297,1
0523.jpg,1,60,1,52,1
0524.jpg,262,299,187,236,1
0524.jpg,239,294,199,262,2
0524.jpg,205,271,185,261,1
0524.jpg,186,230,196,253,1
0524.jpg,183,212,207,268,1
0525.jpg,32,66,43,83,1
0525.jpg,115,134,71,94,1
0526.jpg,134,174,196,295,1
0526.jpg,236,294,79,132,1
0527.jpg,215,245,45,63,1
0527.jpg,189,222,61,88,1
0528.jpg,1,27,36,91,1
0528.jpg,7,39,30,85,1
0528.jpg,25,55,28,80,1
0528.jpg,164,204,1,34,1
0528.jpg,185,216,1,28,1
0528.jpg,125,149,8,65,1
0529.jpg,138,183,114,141,1
0529.jpg,140,182,63,121,2
0530.jpg,205,262,159,189,1
0530.jpg,205,259,176,205,1
0531.jpg,199,260,1,56,1
0532.jpg,66,116,25,67,1
0532.jpg,227,277,38,88,1
0533.jpg,154,199,142,204,1
0533.jpg,168,218,134,193,1
0534.jpg,39,87,175,222,1
0534.jpg,1,46,111,173,1
0535.jpg,38,68,37,93,1
0535.jpg,27,59,34,91,1
0535.jpg,13,46,27,82,1
0536.jpg,216,276,272,283,1
0536.jpg,215,282,279,296,1
0537.jpg,59,117,110,171,2
0538.jpg,20,78,208,238,1
0538.jpg,23,85,224,253,1
0538.jpg,24,86,240,273,1
0539.jpg,68,89,190,236,1
0540.jpg,58,96,257,294,2
0540.jpg,82,115,235,271,1
0541.jpg,76,128,77,104,1
0541.jpg,263,299,52,104,1
0542.jpg,146,214,151,182,1
0542.jpg,142,211,165,198,1
0543.jpg,44,159,227,262,2
0543.jpg,55,79,256,269,1
0544.jpg,17,67,254,299,2
0545.jpg,66,94,13,40,1
0545.jpg,59,89,12,41,1
0545.jpg,51,84,6,32,1
0546.jpg,136,186,112,133,1
0547.jpg,234,274,143,162,1
0548.jpg,178,236,208,253,1
0548.jpg,228,249,275,294,1
0549.jpg,127,148,33,65,1
0549.jpg,148,181,31,85,1
0549.jpg,166,205,18,76,1
0549.jpg,202,227,61,89,1
0549.jpg,205,231,37,62,1
0550.jpg,9,68,12,44,1
0550.jpg,10,62,31,63,1
0550.jpg,214,280,203,251,1
0551.jpg,59,97,106,160,2
0551.jpg,1,20,105,154,1
0551.jpg,150,188,97,122,1
0552.jpg,196,221,261,278,1
0553.jpg,85,173,212,267,1
0553.jpg,76,160,231,279,1
0553.jpg,68,155,248,297,1
0554.jpg,36,75,94,184,1
0554.jpg,11,56,94,185,1
0554.jpg,249,299,159,240,1
0556.jpg,197,215,262,299,1
0556.jpg,202,225,272,299,1
0558.jpg,116,136,12,48,1
0558.jpg,149,191,1,30,1
0558.jpg,121,144,26,51,1
0560.jpg,68,101,62,122,1
0560.jpg,106,127,84,131,1
0560.jpg,1,28,49,68,1
0561.jpg,42,101,200,220,1
0562.jpg,1,35,190,227,1
0563.jpg,109,142,226,291,2
0564.jpg,26,87,62,106,1
0564.jpg,33,85,83,123,1
0564.jpg,70,104,1,28,1
0565.jpg,216,285,139,169,2
0565.jpg,254,299,53,80,2
0566.jpg,94,122,60,122,1
0566.jpg,94,137,137,200,1
0566.jpg,144,182,136,207,1
0566.jpg,171,206,138,202,1
0567.jpg,220,288,1,25,1
0568.jpg,144,193,122,155,1
0568.jpg,122,159,88,113,1
0569.jpg,97,134,25,77,2
0569.jpg,52,86,39,73,2
0572.jpg,46,77,262,285,1
0573.jpg,178,231,58,128,1
0574.jpg,187,241,108,157,1
0575.jpg,101,137,79,120,1
0575.jpg,179,205,213,239,1
0576.jpg,48,72,253,299,1
0577.jpg,33,52,1,37,1
0577.jpg,63,99,31,76,1
0577.jpg,81,104,219,252,1
0577.jpg,72,117,199,248,1
0577.jpg,80,128,198,243,1
0577.jpg,101,131,204,237,1
0577.jpg,97,117,41,62,1
0578.jpg,103,139,122,178,1
0578.jpg,148,191,163,179,1
0578.jpg,130,206,148,165,1
0578.jpg,125,163,95,129,1
0578.jpg,132,170,77,109,1
0578.jpg,163,206,101,140,2
0579.jpg,68,144,40,92,2
0581.jpg,23,69,2,50,1
0581.jpg,49,89,1,36,1
0582.jpg,40,72,42,110,1
0583.jpg,238,299,7,30,1
0583.jpg,253,299,26,53,1
0584.jpg,145,192,201,225,1
0584.jpg,145,192,208,232,1
0584.jpg,142,187,221,248,1
0586.jpg,75,163,28,54,1
0586.jpg,82,163,51,67,1
0588.jpg,166,183,144,188,1
0589.jpg,211,262,91,141,1
0589.jpg,216,267,106,148,1
0589.jpg,236,272,120,151,1
0590.jpg,60,120,31,71,1
0591.jpg,201,229,116,172,1
0592.jpg,14,83,42,82,2
0593.jpg,144,167,170,228,2
0593.jpg,144,173,166,222,2
0593.jpg,157,180,165,221,2
0594.jpg,107,163,109,132,2
0594.jpg,105,169,121,142,2
0594.jpg,104,159,131,149,2
0594.jpg,112,159,99,118,2
0595.jpg,88,127,176,202,2
0596.jpg,1,41,254,287,2
0596.jpg,1,32,266,291,2
0596.jpg,1,30,273,296,2
0598.jpg,121,182,33,96,2
0598.jpg,43,72,92,106,1
0599.jpg,111,169,229,292,1
0600.jpg,222,288,31,53,1
0600.jpg,225,284,45,68,1
0601.jpg,17,81,34,83,1
0601.jpg,31,94,65,113,1
0601.jpg,29,64,269,299,1
0602.jpg,6,46,28,45,1
0602.jpg,58,82,30,54,2
0603.jpg,95,140,64,90,2
0604.jpg,75,119,130,176,1
0604.jpg,55,100,152,207,2
0605.jpg,188,234,219,255,1
0605.jpg,195,243,207,249,1
0606.jpg,250,299,180,209,1
0606.jpg,256,299,199,224,1
0607.jpg,108,168,127,159,1
0607.jpg,100,165,142,175,1
0608.jpg,61,105,146,190,1
0608.jpg,50,101,151,195,1
0608.jpg,48,95,161,203,1
0608.jpg,39,81,171,215,1
0608.jpg,29,75,179,226,1
0609.jpg,147,250,20,60,1
0609.jpg,189,247,124,141,1
0610.jpg,157,207,138,207,1
0610.jpg,188,228,148,193,1
0611.jpg,183,209,102,129,1
0612.jpg,256,299,119,153,1
0612.jpg,257,299,100,128,1
0612.jpg,275,299,88,106,1
0612.jpg,281,299,70,91,1
0613.jpg,1,36,79,97,1
0613.jpg,1,22,132,158,1
0613.jpg,1,28,106,138,1
0613.jpg,1,34,89,119,1
0614.jpg,228,294,155,214,1
0615.jpg,123,229,150,242,2
0616.jpg,137,199,151,204,2
0617.jpg,175,217,95,125,1
0617.jpg,183,222,85,116,1
0618.jpg,94,124,93,108,1
0619.jpg,116,144,126,147,1
0619.jpg,110,139,144,165,1
0620.jpg,41,84,194,242,1
0620.jpg,22,91,241,299,1
0620.jpg,178,222,268,299,1
0621.jpg,25,69,102,146,1
0621.jpg,5,60,80,131,1
0622.jpg,23,105,13,97,2
0623.jpg,264,296,29,81,1
0624.jpg,2,32,14,65,1
0624.jpg,25,48,21,56,1
0625.jpg,143,201,105,166,2
0625.jpg,203,223,131,151,1
0626.jpg,96,115,45,106,1
0626.jpg,112,142,35,104,1
0627.jpg,1,45,227,251,1
0627.jpg,2,43,245,273,1
0628.jpg,32,76,101,139,1
0628.jpg,47,91,127,159,1
0628.jpg,23,63,87,117,2
0629.jpg,125,165,47,69,1
0630.jpg,142,211,211,253,1
0631.jpg,159,213,240,264,1
0632.jpg,1,52,32,66,1
0633.jpg,113,137,22,81,1
0633.jpg,132,158,24,80,1
0634.jpg,248,280,158,194,1
0634.jpg,265,296,180,210,1
0636.jpg,1,53,148,180,1
0636.jpg,3,59,159,193,1
0636.jpg,14,62,172,201,1
0637.jpg,128,165,266,299,1
0638.jpg,254,299,140,190,1
0639.jpg,31,104,39,111,1
0639.jpg,73,138,61,132,1
0640.jpg,258,290,220,259,1
0641.jpg,90,172,101,138,2
0642.jpg,66,97,232,288,1
0643.jpg,7,65,208,244,1
0644.jpg,1,34,209,253,1
0644.jpg,26,72,233,299,1
0645.jpg,40,90,225,272,1
0645.jpg,5,40,199,234,1
0645.jpg,28,55,217,239,1
0646.jpg,111,149,161,196,2
0647.jpg,129,139,139,177,1
0647.jpg,138,157,136,177,1
0647.jpg,157,179,140,188,1
0647.jpg,189,215,184,214,1
0648.jpg,126,162,42,55,1
0648.jpg,134,161,51,70,1
0648.jpg,136,165,65,84,1
0648.jpg,138,160,80,112,1
0648.jpg,270,299,173,200,1
0649.jpg,200,274,139,191,2
0649.jpg,217,299,12,43,2
0650.jpg,28,88,181,237,2
0650.jpg,1,56,241,280,2
0651.jpg,16,52,49,105,1
0651.jpg,39,75,22,102,1
0651.jpg,1,35,35,96,1
0652.jpg,172,243,154,205,1
0653.jpg,45,64,234,297,1
0653.jpg,22,49,233,299,1
0654.jpg,162,207,220,259,1
0654.jpg,120,141,230,260,1
0654.jpg,131,150,242,271,1
0654.jpg,146,177,268,296,1
0655.jpg,31,53,159,213,1
0655.jpg,8,31,191,222,1
0656.jpg,180,226,90,124,1
0657.jpg,7,40,206,265,1
0659.jpg,1,30,201,233,1
0660.jpg,219,276,266,291,1
0661.jpg,96,137,77,128,1
0661.jpg,106,144,65,112,1
0661.jpg,142,169,1,33,2
0662.jpg,190,248,42,105,1
0662.jpg,180,235,56,112,1
0662.jpg,179,218,81,111,1
0663.jpg,150,168,103,143,1
0664.jpg,22,44,117,170,1
0664.jpg,6,28,118,172,1
0664.jpg,13,43,165,194,1
0666.jpg,114,156,120,176,1
0666.jpg,96,142,124,180,1
0666.jpg,85,112,133,164,1
0667.jpg,236,289,249,295,2
0668.jpg,249,276,1,55,1
0669.jpg,240,299,14,41,1
0670.jpg,139,197,44,94,1
0671.jpg,3,66,144,222,2
0672.jpg,44,99,155,200,1
0674.jpg,141,157,19,51,1
0674.jpg,154,169,14,69,1
0674.jpg,171,185,30,62,1
0675.jpg,75,92,167,205,1
0675.jpg,63,82,161,207,1
0675.jpg,41,66,153,202,1
0675.jpg,7,42,202,247,1
0675.jpg,1,24,215,248,1
0676.jpg,10,54,184,231,1
0677.jpg,51,82,202,221,1
0678.jpg,205,253,279,299,1
0678.jpg,169,202,282,299,2
0678.jpg,256,277,284,299,2
0679.jpg,208,232,29,59,1
0679.jpg,235,266,27,44,1
0679.jpg,221,260,12,32,1
0680.jpg,163,183,245,293,1
0680.jpg,181,198,247,297,1
0680.jpg,192,206,249,295,1
0680.jpg,230,255,245,295,1
0681.jpg,95,121,30,64,1
0682.jpg,120,140,9,54,1
0682.jpg,130,149,4,51,1
0682.jpg,140,158,4,52,1
0682.jpg,146,165,6,53,1
0683.jpg,194,254,143,167,1
0683.jpg,196,257,159,182,1
0683.jpg,196,261,171,197,1
0683.jpg,199,262,188,212,1
0683.jpg,199,265,200,225,1
0684.jpg,65,107,240,278,1
0685.jpg,109,156,114,137,1
0686.jpg,121,178,49,112,2
0688.jpg,64,103,142,168,1
0688.jpg,29,69,84,107,1
0688.jpg,61,110,56,77,1
0688.jpg,77,126,64,84,1
0688.jpg,96,140,78,91,1
0688.jpg,13,53,170,200,1
0688.jpg,64,93,177,201,1
0688.jpg,53,87,195,224,1
0689.jpg,56,127,1,64,2
0690.jpg,19,54,77,118,1
0691.jpg,231,251,73,124,1
0691.jpg,250,281,62,132,2
0692.jpg,178,221,128,174,1
0692.jpg,147,183,125,159,2
0693.jpg,144,170,107,176,2
0693.jpg,112,144,93,116,1
0693.jpg,107,139,125,143,1
0693.jpg,107,134,134,150,1
0693.jpg,67,98,104,123,1
0694.jpg,61,83,219,258,1
0694.jpg,223,249,23,57,1
0694.jpg,195,221,51,81,1
0694.jpg,169,215,13,61,2
0696.jpg,200,234,104,134,1
0697.jpg,1,46,57,109,2
0698.jpg,106,123,84,111,1
0698.jpg,83,96,94,119,1
0698.jpg,62,85,105,123,1
0698.jpg,90,120,60,75,1
0698.jpg,120,148,61,76,1
0698.jpg,61,73,77,102,1
0698.jpg,70,84,76,101,1
0698.jpg,49,75,59,77,1
0698.jpg,26,60,88,106,1
0698.jpg,34,62,101,119,1
0699.jpg,115,184,181,243,2
0699.jpg,131,181,135,153,1
0700.jpg,80,118,93,121,1
0700.jpg,70,117,102,133,1
0702.jpg,114,154,31,76,1
0702.jpg,105,145,30,74,1
0702.jpg,103,138,26,73,1
0702.jpg,93,127,20,64,1
0702.jpg,3,87,3,60,2
0702.jpg,258,299,81,96,1
0702.jpg,238,287,53,66,1
0702.jpg,39,104,73,108,2
0703.jpg,262,299,167,232,2
0703.jpg,143,201,171,202,2
0703.jpg,144,170,162,177,1
0704.jpg,32,101,136,204,2
0705.jpg,227,279,105,203,1
0705.jpg,239,293,114,219,1
0705.jpg,253,299,120,219,1
0705.jpg,286,299,125,177,1
0706.jpg,48,149,36,63,2
0706.jpg,69,86,73,91,1
0706.jpg,124,155,63,89,1
0707.jpg,15,46,147,161,1
0708.jpg,84,133,68,99,1
0708.jpg,86,137,79,113,1
0708.jpg,1,46,56,99,1
0709.jpg,98,148,227,264,1
0709.jpg,141,185,251,282,1
0711.jpg,147,212,1,29,1
0712.jpg,253,284,74,105,1
0713.jpg,129,151,97,151,1
0713.jpg,144,163,96,157,1
0713.jpg,158,181,99,160,1
0713.jpg,126,186,63,95,1
0713.jpg,134,184,52,80,1
0713.jpg,136,187,38,68,1
0713.jpg,1,37,124,135,1
0713.jpg,1,43,133,149,1
0714.jpg,252,273,244,276,1
0714.jpg,269,299,245,264,1
0714.jpg,271,299,257,278,1
0714.jpg,268,299,267,286,1
0714.jpg,265,299,274,297,1
0715.jpg,199,247,147,182,1
0716.jpg,103,144,170,194,1
0716.jpg,113,158,182,210,1
0716.jpg,129,146,124,172,1
0717.jpg,187,215,162,201,1
0717.jpg,96,137,130,162,1
0717.jpg,123,167,149,163,1
0717.jpg,139,174,130,153,1
0717.jpg,139,184,164,193,1
0717.jpg,189,238,150,185,1
0718.jpg,215,299,170,209,2
0718.jpg,265,299,142,178,1
0718.jpg,231,256,162,182,1
0719.jpg,68,146,1,49,1
0720.jpg,37,55,235,290,1
0721.jpg,178,227,244,291,1
0722.jpg,25,56,193,290,1
0722.jpg,4,36,193,295,1
0722.jpg,240,270,257,292,1
0723.jpg,246,299,128,194,2
0724.jpg,100,158,33,71,1
0724.jpg,155,214,59,97,1
0724.jpg,221,288,79,102,1
0724.jpg,175,244,17,39,1
0724.jpg,121,173,1,30,1
0725.jpg,206,235,197,231,1
0726.jpg,221,280,87,114,1
0726.jpg,235,291,95,124,1
0726.jpg,264,299,137,154,1
0726.jpg,197,255,116,164,2
0727.jpg,167,211,44,77,1
0727.jpg,164,202,49,88,1
0727.jpg,139,176,128,174,1
0729.jpg,1,71,241,288,1
0730.jpg,195,234,88,129,2
0730.jpg,188,227,150,185,1
0731.jpg,199,242,121,154,1
0731.jpg,235,273,127,160,1
0732.jpg,23,80,84,113,1
0732.jpg,22,78,97,127,1
0732.jpg,20,75,112,141,1
0733.jpg,58,83,86,141,1
0733.jpg,89,117,67,122,1
0733.jpg,34,53,92,121,1
0734.jpg,54,93,44,74,1
0735.jpg,74,104,105,134,1
0735.jpg,106,155,1,58,2
0736.jpg,84,98,184,206,1
0737.jpg,220,251,87,117,1
0737.jpg,261,278,151,185,1
0737.jpg,233,264,184,223,1
0737.jpg,222,256,113,141,1
0738.jpg,198,240,10,67,1
0739.jpg,95,147,112,148,1
0740.jpg,121,265,6,65,2
0740.jpg,122,159,57,79,1
0741.jpg,66,91,113,134,1
0742.jpg,205,237,1,32,1
0743.jpg,17,58,151,207,1
0743.jpg,32,74,142,198,1
0743.jpg,48,91,131,193,1
0743.jpg,98,140,97,124,1
0743.jpg,115,150,119,142,1
0743.jpg,99,138,146,171,1
0744.jpg,258,293,32,73,1
0746.jpg,75,136,200,285,2
0746.jpg,83,113,159,189,2
0746.jpg,57,77,212,254,1
0747.jpg,167,207,58,74,1
0748.jpg,258,293,81,125,1
0748.jpg,279,299,108,136,2
0749.jpg,104,119,113,146,2
0749.jpg,80,135,155,204,2
0749.jpg,78,105,113,147,2
0750.jpg,127,185,128,153,1
0750.jpg,29,83,136,155,1
0752.jpg,136,173,207,244,1
0752.jpg,144,182,212,249,1
0752.jpg,154,190,223,257,1
0753.jpg,145,164,216,266,1
0753.jpg,160,181,211,267,1
0753.jpg,174,193,206,265,1
0754.jpg,9,72,86,136,1
0754.jpg,21,62,113,144,1
0754.jpg,1,34,105,133,1
0756.jpg,1,25,63,91,1
0757.jpg,154,203,21,47,1
0757.jpg,164,205,14,33,1
0758.jpg,143,169,263,297,1
0759.jpg,113,149,268,286,1
0759.jpg,129,149,247,262,1
0760.jpg,3,36,153,179,1
0760.jpg,43,63,164,202,2
0761.jpg,112,140,162,217,1
0761.jpg,131,158,157,214,1
0761.jpg,148,176,144,204,1
